eng,viet
Done.,Xong.
Faster,Nhanh hơn
Alas.,Than ôi.
Duh.,Tât nhiên.
Idiot,Kẻ ngốc
Hush,im lặng
Bye,Tạm biệt
Jump.,Nhảy.
Correct,Chính xác
Hey.,Chào.
Yikes,Rất tiếc
Hi.,CHÀO.
Careful,Cẩn thận
Enter,Đi vào
So?,Vì thế?
Strange.,Lạ lùng.
Nonsense.,Vô lý.
Impossible.,Không thể nào.
Run,Chạy
Come,Đến
Sure,Chắc chắn
Shit,Chết tiệt
Meow.,Meo.
Thanks.,Cảm ơn.
Listen.,Nghe.
Bye.,Tạm biệt.
Hello.,Xin chào.
Fire,Ngọn lửa
Quick,Nhanh
Look,Nhìn
Speak,Nói chuyện
Begin,Bắt đầu
Unfortunately,Không may
Smile.,Nụ cười.
Watch.,Đồng hồ.
Morning,Buổi sáng
Hi,CHÀO
Read.,Đọc.
OK.,ĐƯỢC RỒI.
Learn,Học hỏi
Goodbye.,Tạm biệt.
Silence,Im lặng
Dunno.,Không biết.
Impossible,Không thể nào
Run.,Chạy.
Alas,Than ôi
Ow,Ối
Ouch,Ối
Congrats,chúc mừng
Wait.,Chờ đợi.
Go.,Đi.
Indeed,Thực vậy
Beware,Hãy cẩn thận
False.,SAI.
Agreed.,Đã đồng ý.
Likewise.,Tương tự như vậy.
Welcome,Chào mừng
Exactly,Chính xác
How?,Làm sao?
Look.,Nhìn.
No,KHÔNG
Sad.,Buồn.
Die.,Chết.
Leave.,Rời khỏi.
Begin.,Bắt đầu.
Stop.,Dừng lại.
Pull.,Sự lôi kéo.
Push.,Xô.
Scram.,Biến đi.
Pardon?,Xin thứ lỗi?
Therefore?,Vì thế?
Peace.,Hòa bình.
Well?,Tốt?
Congratulations.,Chúc mừng.
Sucker,kẻ ngốc
Exactly.,Chính xác.
Ok.,Được rồi.
Think,Nghĩ
Regrettably,thật đáng tiếc
Telephone,Điện thoại
Slowly,Chậm
Yes?,Đúng?
He ended up in bad company.,Cuối cùng anh ấy đã ở trong một công ty tồi.
I called my girlfriend right away.,Tôi gọi ngay cho bạn gái.
Have you got a driving licence?,Bạn đã có bằng lái xe chưa?
Would you please say that again?,Bạn vui lòng nói lại điều đó được không?
I'm about to get married.,Tôi sắp kết hôn.
This mine will close next month.,Mỏ này sẽ đóng cửa vào tháng tới.
Tom has to get a haircut.,Tom phải đi cắt tóc.
What are you guys doing today?,Hôm nay các bạn đang làm gì?
I always bath in the morning.,Tôi luôn tắm vào buổi sáng.
They made a frame with tape.,Họ làm khung bằng băng dính.
What planet do you live on?,Bạn đang sống ở hành tinh nào?
I no longer need a mother.,Con không cần mẹ nữa.
Tom predicted that Mary would win.,Tom dự đoán rằng Mary sẽ thắng.
I know a guy named Tom.,Tôi biết một anh chàng tên Tom.
I told Tom to help Mary.,Tôi bảo Tom giúp Mary.
Do you think anyone will volunteer?,Bạn có nghĩ sẽ có ai tình nguyện không?
Tom and Mary are already there.,Tom và Mary đã ở đó rồi.
This table is made from wood.,Chiếc bàn này được làm từ gỗ.
Why aren't you eating vegetables?,Tại sao bạn không ăn rau?
Curiosity got the better of Tom.,Tính tò mò đã lấn át Tom.
She's not even really pretty.,Cô ấy thậm chí còn không thực sự xinh đẹp.
Tom knew that Mary was married.,Tom biết rằng Mary đã kết hôn.
Does he want to see it?,Anh ấy có muốn xem nó không?
Tom almost died in that accident.,Tom suýt chết trong vụ tai nạn đó.
The black cat is running fast.,Con mèo đen đang chạy rất nhanh.
What sort of man is Tom?,Tom là loại người như thế nào?
Tom should've told the truth.,Lẽ ra Tom nên nói sự thật.
Mr. Jackson is our science teacher.,Thầy Jackson là giáo viên khoa học của chúng tôi.
She wasn't ready for marriage.,Cô ấy chưa sẵn sàng cho hôn nhân.
We're facing a budget crisis.,Chúng ta đang phải đối mặt với một cuộc khủng hoảng ngân sách.
Tom brought a bottle of tequila.,Tom mang theo một chai rượu tequila.
Tom needs to borrow your umbrella.,Tom cần mượn ô của bạn.
Tom always forgets Mary's birthday.,Tom luôn quên sinh nhật của Mary.
I am going to church now.,Bây giờ tôi sẽ đi nhà thờ.
I can't believe anyone anymore.,Tôi không thể tin ai được nữa.
Tom isn't good at driving.,Tom không giỏi lái xe.
Tom said that Mike likes you.,Tom nói rằng Mike thích bạn.
"Mom, hurry up! Everyone's waiting.","Mẹ ơi, nhanh lên! Mọi người đang chờ đợi."
I want to go to Britain.,Tôi muốn đến Anh.
The following day the pain returned.,Ngày hôm sau cơn đau lại quay trở lại.
Sorry for telephoning you so early.,Xin lỗi vì đã gọi điện cho bạn sớm thế này.
Don't let appearances deceive you.,Đừng để vẻ bề ngoài đánh lừa bạn.
I want Tom to be arrested.,Tôi muốn Tom bị bắt.
Tom can neither read nor write.,Tom không biết đọc và viết.
I came; I saw; I conquered.,Tôi đã đến; Tôi đã thấy; Tôi đã chinh phục.
I want to go somewhere quiet.,Tôi muốn đi đâu đó yên tĩnh.
The coffee tastes like wash water.,Cà phê có vị như nước rửa.
I helped Tom paint the fence.,Tôi đã giúp Tom sơn hàng rào.
Maybe I'll call you sometime.,Có lẽ lúc nào đó tôi sẽ gọi cho bạn.
It's too late to apologize.,Đó là quá muộn để nói lời xin lỗi.
I would want to eat breakfast.,Tôi muốn ăn sáng.
I want to hear a story.,Tôi muốn nghe một câu chuyện.
Please do not feed the animals.,Làm ơn đừng cho mấy con vật ăn.
Do you remember who I am?,Bạn có nhớ tôi là ai không?
You can't trust that guy.,Bạn không thể tin tưởng anh chàng đó.
My brother named his cat Huazi.,Anh trai tôi đặt tên cho con mèo của mình là Huazi.
She is just an ordinary girl.,Cô ấy chỉ là một cô gái bình thường.
Reformers aim to improve the government.,Những người cải cách có mục đích cải thiện chính phủ.
You will get used to it.,Bạn sẽ quen dần với nó thôi.
What are your long term plans?,Kế hoạch dài hạn của bạn là gì?
Isn't this against the rules?,Điều này có phải là trái quy định không?
It's a very complex question.,Đó là một câu hỏi rất phức tạp.
I don't eat any bread.,Tôi không ăn chút bánh mì nào cả.
It's not hard to understand.,Nó không khó hiểu.
Tom loves programming and computer science.,Tom yêu thích lập trình và khoa học máy tính.
Tom is a middle school teacher.,Tom là một giáo viên trung học cơ sở.
He's at the hotel now.,Bây giờ anh ấy đang ở khách sạn.
Right now I'm not thirsty.,Hiện tại tôi không khát.
Isn't that what they want?,Đó không phải là điều họ muốn sao?
Do you know what I did?,Bạn có biết tôi đã làm gì không?
Tom's got a sore throat.,Tom bị đau họng.
It's a very difficult situation.,Đó là một tình huống rất khó khăn.
You'll probably need some help.,Có lẽ bạn sẽ cần sự giúp đỡ.
I had dinner earlier than you.,Tôi đã ăn tối sớm hơn bạn.
I'm a very careful person.,Tôi là người rất cẩn thận.
I got up at about five.,Tôi thức dậy vào khoảng năm giờ.
What is your daughter's name?,Tên con gái của bạn là gì?
Tom has always been a gentleman.,Tom luôn là một quý ông.
It's already 11 o'clock.,Đã 11 giờ rồi.
Tom's design is very original.,Thiết kế của Tom rất độc đáo.
Does Tom have an older brother?,Tom có ​​anh trai không?
He bought some chocolate for her.,Anh ấy đã mua một ít sô cô la cho cô ấy.
We got caught in the storm.,Chúng tôi bị cuốn vào cơn bão.
A little lie never hurt anybody.,Một lời nói dối nhỏ không bao giờ làm tổn thương bất cứ ai.
I think you're both crazy.,Tôi nghĩ cả hai người đều điên.
Tom will be retiring next year.,Tom sẽ nghỉ hưu vào năm tới.
Tom has tried to kill himself.,Tom đã cố gắng tự sát.
Tom is a very likable fellow.,Tom là một người rất dễ mến.
Is everything OK at the office?,Mọi việc ở văn phòng có ổn không?
Can I stay in the car?,Tôi có thể ở trong xe được không?
Tom couldn't afford a lawyer.,Tom không đủ khả năng thuê luật sư.
She weighs more than 80 kg.,Cô nặng hơn 80 kg.
Tom is good at keeping secrets.,Tom rất giỏi giữ bí mật.
Tom hugged Mary and kissed her.,Tom ôm Mary và hôn cô.
Tom helped Mary in the kitchen.,Tom giúp Mary vào bếp.
Tom spent a year in Boston.,Tom đã dành một năm ở Boston.
Tom jumped out of his seat.,Tom nhảy ra khỏi chỗ ngồi.
Tom doesn't love his wife.,Tom không yêu vợ mình
Tom and Mary gave me that.,Tom và Mary đã cho tôi cái đó.
Tom got involved in the brawl.,Tom đã tham gia vào cuộc ẩu đả.
What's the big occasion today?,Hôm nay có dịp gì lớn vậy?
Tom doesn't take himself seriously.,Tom không coi trọng bản thân mình.
"We've learned some lessons, right?","Chúng ta đã học được một số bài học, phải không?"
What's preventing this from happening?,Điều gì ngăn cản điều này xảy ra?
We can't survive without water.,Chúng ta không thể tồn tại nếu không có nước.
Christmas is just a week away.,Giáng sinh chỉ còn một tuần nữa thôi.
I had a sandwich for lunch.,Tôi đã có một chiếc bánh sandwich cho bữa trưa.
Are those synthetic or cultured pearls?,Đó là những viên ngọc trai nhân tạo hay nuôi cấy?
I read the newspaper every day.,Tôi đọc báo mỗi ngày.
Didn't you read the sign?,Bạn không đọc biển báo à?
I give water to the dog.,Tôi đưa nước cho chó.
Are you guys free this afternoon?,Chiều nay các bạn rảnh không?
It doesn't hurt to ask.,Sẽ không đau khi hỏi.
Tom is on trial for murder.,Tom đang bị xét xử vì tội giết người.
Tom enjoyed a glass of wine.,Tom thưởng thức một ly rượu vang.
I hope they prove me wrong.,Tôi hy vọng họ chứng minh tôi sai.
Tom took a few deep breaths.,Tom hít một hơi thật sâu.
Tom wanted to get a divorce.,Tom muốn ly hôn.
That's what this city needs.,Đó là những gì thành phố này cần.
Don't climb on the wall.,Đừng trèo lên tường.
The sentence sounds a little strange.,Câu nói nghe có vẻ hơi lạ.
Would you like some ice cream?,Bạn có muốn ăn kem không?
I'm learning to read Devanagari.,Tôi đang học đọc Devanagari.
You never told me about this.,Bạn chưa bao giờ nói với tôi về điều này.
She's a cold hearted bitch.,Cô ấy là một con chó cái có trái tim lạnh lùng.
We want to learn Japanese songs.,Chúng tôi muốn học các bài hát tiếng Nhật.
I didn't wash my hair.,Tôi đã không gội đầu.
Tom is a very outspoken person.,Tom là một người rất thẳng thắn.
I can't ride a bicycle.,Tôi không thể đi xe đạp.
Tom told me to calm down.,Tom bảo tôi bình tĩnh lại.
Would you answer a few questions?,Bạn sẽ trả lời một vài câu hỏi?
Does everybody have to do this?,Có phải ai cũng phải làm điều này không?
Hokkaido is located in northern Japan.,Hokkaido nằm ở phía bắc Nhật Bản.
The road is full of potholes.,Con đường đầy ổ gà.
Are you trying to lose weight?,Bạn đang cố gắng giảm cân phải không?
Do they have something to hide?,Họ có điều gì muốn che giấu?
Have you ever tried doing that?,Bạn đã bao giờ thử làm điều đó chưa?
I learned a new word today.,Hôm nay tôi đã học được một từ mới.
My mother was a wonderful person.,Mẹ tôi là một người tuyệt vời.
I heard that Tom did that.,Tôi nghe nói Tom đã làm điều đó.
I spoke to Tom about that.,Tôi đã nói chuyện với Tom về điều đó.
I know that Tom is adopted.,Tôi biết rằng Tom được nhận nuôi.
Perhaps Tom won't buy that.,Có lẽ Tom sẽ không mua thứ đó.
Tom does that more than Mary.,Tom làm điều đó nhiều hơn Mary.
Tom and I were both disappointed.,Tom và tôi đều thất vọng.
Both Tom and I were disappointed.,Cả Tom và tôi đều thất vọng.
Tom may have gone home already.,Tom có ​​lẽ đã về nhà rồi.
Tom might've gone home already.,Tom có ​​lẽ đã về nhà rồi.
Tom and I are both exhausted.,Cả Tom và tôi đều kiệt sức.
Tom has just returned to Boston.,Tom vừa trở về Boston.
I don't like teaching French.,Tôi không thích dạy tiếng Pháp.
I finally managed to do that.,Cuối cùng tôi đã làm được điều đó.
Were you in Boston last year?,Bạn có ở Boston năm ngoái không?
I might not go shopping today.,Có thể hôm nay tôi sẽ không đi mua sắm.
This won't affect my decision.,Điều này sẽ không ảnh hưởng đến quyết định của tôi.
They want to know what happened.,Họ muốn biết chuyện gì đã xảy ra.
I think we should reconsider that.,Tôi nghĩ chúng ta nên xem xét lại điều đó.
I should've apologized to Tom.,Lẽ ra tôi nên xin lỗi Tom.
I know that Tom is responsible.,Tôi biết rằng Tom phải chịu trách nhiệm.
I think I should eat now.,Tôi nghĩ tôi nên ăn bây giờ.
Tom looks like he's tense.,Tom có ​​vẻ căng thẳng.
Are you still afraid of snakes?,Bạn vẫn còn sợ rắn à?
Could you please say that again?,Bạn có thể vui lòng nói lại điều đó được không?
We never go water skiing anymore.,Chúng tôi không bao giờ đi trượt nước nữa.
How did you two become acquainted?,Hai người quen nhau như thế nào?
I thought Tom wouldn't confess.,Tôi tưởng Tom sẽ không thú nhận.
Everyone wanted me to do that.,Mọi người đều muốn tôi làm điều đó.
Everybody wanted me to do that.,Mọi người đều muốn tôi làm điều đó.
I wonder whether Tom can come.,Tôi tự hỏi liệu Tom có ​​thể đến được không.
Tom said that he was heartbroken.,Tom nói rằng anh ấy rất đau lòng.
How many kilograms did you lose?,Bạn đã giảm được bao nhiêu kg?
Tom may be missing Mary now.,Tom có ​​thể đang nhớ Mary lúc này.
Tom might be missing Mary now.,Tom có ​​thể đang nhớ Mary bây giờ.
Mary did the best she could.,Mary đã làm điều tốt nhất có thể.
My uncle has been to Finland.,Chú tôi đã đến Phần Lan.
Tom has freckles and red hair.,Tom có ​​tàn nhang và mái tóc đỏ.
Tom believed that Mary would win.,Tom tin rằng Mary sẽ chiến thắng.
I promise I won't cry.,Tôi hứa tôi sẽ không khóc.
I hope you can do that.,Tôi hy vọng bạn có thể làm điều đó.
I'll be thirty next year.,Tôi sẽ ba mươi vào năm tới.
I almost never kiss my children.,Tôi hầu như không bao giờ hôn con mình.
Tom told me he likes swimming.,Tom nói với tôi rằng anh ấy thích bơi lội.
Tom told me I should resign.,Tom nói với tôi rằng tôi nên từ chức.
I thought you were her friend.,Tôi tưởng bạn là bạn cô ấy.
Nothing seems more certain than death.,Dường như không có gì chắc chắn hơn cái chết.
Are you waiting for a bus?,Bạn đang đợi xe buýt phải không?
Where do your ancestors come from?,Tổ tiên của bạn đến từ đâu?
I initially thought the same thing.,Ban đầu tôi cũng nghĩ điều tương tự.
Have you read Milton's works?,Bạn đã đọc tác phẩm của Milton chưa?
Do you have a tennis racket?,Bạn có vợt tennis không?
Sami is not telling the truth.,Sami không nói sự thật.
Do you really have to leave?,Bạn có thực sự phải rời đi?
Do you think plants feel pain?,Bạn có nghĩ thực vật có cảm giác đau đớn không?
Surely you can't be serious.,Chắc chắn là bạn không thể nghiêm túc được.
The ball rolled under the sofa.,Quả bóng lăn dưới gầm ghế sofa.
The ball rolled under the couch.,Quả bóng lăn dưới gầm ghế.
I'm taller than Tom is.,Tôi cao hơn Tom.
I don't have a husband.,Tôi không có chồng.
I like Tom's straight-forwardness.,Tôi thích sự thẳng thắn của Tom.
What's the point of studying?,Mục đích của việc học là gì?
I'll lend you my car.,Tôi sẽ cho bạn mượn xe của tôi.
I'm not able to dance.,Tôi không thể nhảy được.
You're always a great help.,Bạn luôn là người giúp đỡ tuyệt vời.
We're thankful for your kindness.,Chúng tôi rất cảm ơn lòng tốt của bạn.
Tom must have made a mistake.,Có lẽ Tom đã mắc lỗi.
Our baby can't talk yet.,Con của chúng tôi vẫn chưa thể nói được.
I'm looking for my phone.,Tôi đang tìm điện thoại của mình.
I'm disappointed in my son.,Tôi thất vọng về con trai mình.
I'm satisfied with my job.,Tôi hài lòng với công việc của tôi
Tom decided not to go there.,Tom quyết định không đến đó.
Tom came at the usual time.,Tom đến vào thời gian thường lệ.
The fuck is wrong with you?,Cậu bị sao vậy?
What are you reading right now?,Bây giờ bạn đang đọc gì thế?
A cat sat on the table.,Một con mèo ngồi trên bàn.
I speak Italian a little bit.,Tôi nói được tiếng Ý một chút.
You have your hat on backwards.,Bạn đội mũ ngược rồi.
I have no one but you.,Anh không có ai ngoài em.
It's far from being perfect.,Nó còn lâu mới hoàn hảo.
The waiter doesn't see us.,Người phục vụ không nhìn thấy chúng tôi.
Sami stormed out of the room.,Sami lao ra khỏi phòng.
It isn't a big deal.,Đó không phải là một vấn đề lớn.
It isn't a good idea.,Đó không phải là một ý tưởng tốt.
It isn't going to happen.,Nó sẽ không xảy ra đâu.
It isn't hard to understand.,Nó không khó hiểu.
It isn't worth crying over.,Nó không đáng để khóc.
Tom admitted he had been defeated.,Tom thừa nhận anh đã bị đánh bại.
Tom admits that he often cries.,Tom thừa nhận rằng anh ấy thường xuyên khóc.
Tom said that nobody was there.,Tom nói rằng không có ai ở đó cả.
Tom said that you were sleeping.,Tom nói rằng bạn đang ngủ.
Sami was in a psychiatric hospital.,Sami đang ở trong bệnh viện tâm thần.
Why have you come only now?,Sao bây giờ cậu mới tới?
Did you know mosquitoes have teeth?,Bạn có biết muỗi có răng?
Sami started yelling at the cop.,Sami bắt đầu la mắng cảnh sát.
Sami had a mentally challenged sister.,Sami có một người chị bị bệnh tâm thần.
I'm certain Tom will win.,Tôi chắc chắn Tom sẽ thắng.
Sami and Layla both had cars.,Sami và Layla đều có ô tô.
Sami saw a mass of people.,Sami nhìn thấy rất nhiều người.
Sami is just living his life.,Sami chỉ đang sống cuộc sống của mình.
It's obvious you're wrong.,Rõ ràng là bạn đã sai.
I'm learning two foreign languages.,Tôi đang học hai ngoại ngữ.
They told me they needed money.,Họ nói với tôi rằng họ cần tiền.
They told me they're unemployed.,Họ nói với tôi rằng họ đang thất nghiệp.
They know they're being watched.,Họ biết họ đang bị theo dõi.
They think they could probably win.,Họ nghĩ rằng họ có thể giành chiến thắng.
"They were here, weren't they?",Họ đã ở đây phải không?
They write with their left hands.,Họ viết bằng tay trái.
They said that they would try.,Họ nói rằng họ sẽ cố gắng.
They said they were really thirsty.,Họ nói rằng họ thực sự khát nước.
They said they went swimming yesterday.,Họ nói hôm qua họ đã đi bơi.
This isn't good at all.,Điều này hoàn toàn không tốt.
Tom's computer isn't responding.,Máy tính của Tom không phản hồi.
It's raining cats and dogs!,Trời đang mưa mèo và chó!
Tom can go with us tomorrow.,Tom có ​​thể đi cùng chúng ta vào ngày mai.
They say they didn't win.,Họ nói họ đã không thắng.
"They didn't suffer, did they?","Họ không đau khổ, phải không?"
They say they can write songs.,Họ nói rằng họ có thể viết bài hát.
They say they actually enjoy dancing.,Họ nói rằng họ thực sự thích khiêu vũ.
Tom and I fought a lot.,Tom và tôi đã cãi nhau rất nhiều.
Surfing is a lot of fun.,Lướt sóng rất thú vị.
Tom can tie his own shoes.,Tom có ​​thể tự buộc dây giày của mình
Tom usually stands behind the counter.,Tom thường đứng sau quầy tính tiền.
French isn't easy for us.,Tiếng Pháp không dễ dàng đối với chúng tôi.
I've got an upset stomach.,Tôi bị đau bụng.
We're on the third floor.,Chúng tôi đang ở trên tầng ba.
I helped Tom carry his desk.,Tôi giúp Tom khiêng bàn của anh ấy.
I helped Tom move his desk.,Tôi đã giúp Tom di chuyển bàn làm việc của anh ấy.
Her older brother studies very seriously.,Anh trai của cô học tập rất nghiêm túc.
My best friend isn't Thai.,Bạn thân nhất của tôi không phải là người Thái.
There may be advantages to this.,Có thể có những lợi thế cho việc này.
I can't find the bread.,Tôi không thể tìm thấy bánh mì.
Her brother takes studying very seriously.,Anh trai cô ấy học tập rất nghiêm túc.
"You are leaving, then, are you?",Thế là cậu sắp đi phải không?
How much do you like baseball?,Bạn thích bóng chày đến mức nào?
My hobbies are karate and calligraphy.,Sở thích của tôi là karate và thư pháp.
We went out for a stroll.,Chúng tôi ra ngoài đi dạo.
You can sit anywhere you like.,Bạn có thể ngồi bất cứ nơi nào bạn thích.
I'm pretty disappointed right now.,Lúc này tôi khá thất vọng.
You look very pleased with yourselves.,Bạn trông rất hài lòng với chính mình.
Tom climbed up to the roof.,Tom trèo lên mái nhà.
Your eyes are red. What happened?,Mắt bạn đỏ. Chuyện gì đã xảy ra thế?
It's Tom's Christmas present.,Đó là quà Giáng sinh của Tom.
I should change my profile picture.,Tôi nên thay đổi ảnh hồ sơ của mình.
He was texting her in Berber.,Anh ấy đang nhắn tin cho cô ấy bằng tiếng Berber.
Algeria has tense relations with Morocco.,Algeria có quan hệ căng thẳng với Maroc.
Will you be here on Monday?,Bạn sẽ ở đây vào thứ Hai chứ?
Mary is a very kind woman.,Mary là một người phụ nữ rất tốt bụng.
I've never traveled by plane.,Tôi chưa bao giờ đi du lịch bằng máy bay.
Don't turn off your computer.,Đừng tắt máy tính của bạn.
I'm here to learn French.,Tôi ở đây để học tiếng Pháp.
Mennad went back to the hospital.,Mennad quay trở lại bệnh viện.
You can draw your own conclusions.,Bạn có thể rút ra kết luận của riêng bạn.
We'll meet at 2:30.,Chúng ta sẽ gặp nhau lúc 2h30.
"Tom is older than me, too.",Tom cũng lớn tuổi hơn tôi.
Sami and Layla speak different languages.,Sami và Layla nói các ngôn ngữ khác nhau.
What is the solution for Europe?,Giải pháp nào cho châu Âu?
Tom is going to die soon.,Tom sẽ chết sớm thôi.
I'll be 30 next year.,Năm tới tôi sẽ 30 tuổi.
People are very inclined to paranoia.,Mọi người rất dễ bị hoang tưởng.
Can you play the piano well?,Bạn có thể chơi piano tốt không?
I'd like to say yes.,Tôi muốn nói có.
What company does he work in?,Anh ấy làm việc ở công ty nào?
I waited more than three hours.,Tôi đã đợi hơn ba giờ.
Tom bought a car for Mary.,Tom mua một chiếc ô tô cho Mary.
The park was full of squirrels.,Công viên đầy sóc.
Tom spent all day taking pictures.,Tom dành cả ngày để chụp ảnh.
We'll get there on time.,Chúng ta sẽ đến đó đúng giờ.
They still like this Kabyle dress.,Họ vẫn thích chiếc váy Kabyle này.
I've read all his novels.,Tôi đã đọc tất cả tiểu thuyết của ông ấy.
She thought I was a doctor.,Cô ấy tưởng tôi là bác sĩ.
I have seen him often lately.,Gần đây tôi đã gặp anh ấy thường xuyên.
I'm content with my job.,Tôi hài lòng với công việc của mình
Please come the day after tomorrow.,Xin hãy đến vào ngày mốt.
I know Tom doesn't care.,Tôi biết Tom không quan tâm.
The fire started in his garage.,Ngọn lửa bắt đầu từ gara của anh ấy.
The film's about to start.,Phim sắp bắt đầu rồi.
This dinosaur had a long neck.,Con khủng long này có cổ dài.
I think that can be done.,Tôi nghĩ điều đó có thể thực hiện được.
I'd planned to go abroad.,Tôi đã có ý định đi nước ngoài.
I commute to work by bicycle.,Tôi đi làm bằng xe đạp.
Nobody was there except for Tom.,Không có ai ở đó ngoại trừ Tom.
I hope you keep practicing Vietnamese.,Tôi hy vọng bạn tiếp tục luyện tập tiếng Việt.
No one can escape their destiny.,Không ai có thể thoát khỏi số mệnh của mình.
She congratulated him on his promotion.,Cô chúc mừng sự thăng tiến của anh ấy.
She felt pretty comfortable with him.,Cô cảm thấy khá thoải mái khi ở bên anh.
"She's married, isn't she?",Cô ấy đã kết hôn rồi phải không?
"He's high, isn't he?",Anh ấy phê lắm phải không?
Tom and Mary both needed money.,Tom và Mary đều cần tiền.
Why don't we ask somebody?,Tại sao chúng ta không hỏi ai đó?
That isn't what I believe.,Đó không phải là điều tôi tin.
He always replies to my comments.,Anh ấy luôn trả lời những bình luận của tôi.
Where can I get toilet paper?,Tôi có thể lấy giấy vệ sinh ở đâu?
Do whatever the fuck you want.,Làm bất cứ điều gì bạn muốn.
Tom is in the laundry room.,Tom đang ở trong phòng giặt.
The meeting starts at 2:30.,Cuộc họp bắt đầu lúc 2h30.
Water boils at hundred degrees Celsius.,Nước sôi ở nhiệt độ hàng trăm độ C.
I retained strong links with Algeria.,Tôi vẫn giữ mối liên hệ chặt chẽ với Algeria.
Algeria needs to build wind farms.,Algeria cần xây dựng trang trại gió.
Tom has no sense of fashion.,Tom không có ý thức về thời trang.
No one was there but Tom.,Không có ai ở đó ngoài Tom.
Who's eaten all the cheese?,Ai đã ăn hết phô mai?
Tom wants to go somewhere else.,Tom muốn đi nơi khác.
Let's go and play football.,Chúng ta hãy đi chơi bóng đá nhé.
Tom wants Mary to be careful.,Tom muốn Mary phải cẩn thận.
You don't agree with me?,Bạn không đồng ý với tôi?
He's switched the television on.,Anh ấy đã bật tivi lên.
He's switched the telly on.,Anh ấy đã bật tivi lên.
It's fun to play cards.,Thật thú vị khi chơi bài.
Did you phone me yesterday morning?,Sáng hôm qua bạn có gọi điện cho tôi không?
Does Tom really have to go?,Tom có ​​thực sự phải đi không?
This is really important to me.,Điều này thực sự quan trọng với tôi.
"Listen, Macky, we're grown-ups.","Nghe này, Macky, chúng ta đã trưởng thành."
Nobody gives a crap about us.,Không ai quan tâm đến chúng tôi cả.
You're not a bad guy.,Bạn không phải là một kẻ xấu.
I apologize for what happened yesterday.,Tôi xin lỗi vì chuyện xảy ra ngày hôm qua.
Tom didn't like his teacher.,Tom không thích giáo viên của mình.
The days are becoming shorter again.,Ngày lại trở nên ngắn hơn.
The days are getting shorter again.,Ngày lại trở nên ngắn hơn.
Tom accepted the job without hesitation.,Tom chấp nhận công việc mà không do dự.
Let's play hide-and-seek.,Chơi trốn tìm nào.
He couldn't speak French well.,Anh ấy không thể nói tiếng Pháp tốt.
Tom isn't ready to start.,Tom chưa sẵn sàng để bắt đầu.
Tom wasn't crying last night.,Tối qua Tom đã không khóc.
We were reading a comic book.,Chúng tôi đang đọc một cuốn truyện tranh.
Tom isn't our oldest son.,Tom không phải là con trai lớn của chúng tôi.
Tom isn't scared of Mary.,Tom không sợ Mary.
There's a lot of smoke.,Có rất nhiều khói.
Do hungry people tend to arrogance?,Người đói có xu hướng kiêu ngạo?
Hello! Who am I speaking with?,Xin chào! Ai là người mà tôi nói chuyện?
There is a lot of smoke.,Có rất nhiều khói.
Birds are flying in the sky.,Những chú chim đang bay trên bầu trời.
No one but Tom noticed it.,Không ai ngoài Tom nhận thấy điều đó.
I'm not a cat lover.,Tôi không phải là người yêu mèo.
Is this supposed to be fun?,Đây có phải là niềm vui không?
I haven't heard it before.,Tôi chưa từng nghe điều đó trước đây.
You people can't stay here.,Các người không thể ở lại đây.
It's not easy to believe.,Thật không dễ để tin tưởng.
Yanni's garage door was closed.,Cửa gara của Yanni đã đóng.
Is there grass on that road?,Con đường đó có cỏ không?
The lion is hunting an antelope.,Con sư tử đang săn một con linh dương.
We moved away from each other.,Chúng tôi đã rời xa nhau.
My house is on the riverbank.,Nhà tôi ở bên bờ sông.
He was speaking a strange language.,Anh ta đang nói một thứ ngôn ngữ kỳ lạ.
The foxes are in their den.,Những con cáo đang ở trong hang của chúng.
I met her the day before.,Tôi đã gặp cô ấy ngày hôm trước.
It had snowed the day before.,Hôm trước trời đã có tuyết.
Let's not sit with Tom.,Chúng ta đừng ngồi với Tom.
My grandson has a white kitten.,Cháu trai tôi có một con mèo con màu trắng.
Mary's son was born yesterday.,Con trai của Mary đã được sinh ra ngày hôm qua.
Dogs can't climb up walls.,Chó không thể trèo tường.
"Yes, I'm the most modest.","Vâng, tôi là người khiêm tốn nhất."
I'm going to sit down.,Tôi sẽ ngồi xuống.
I'll make beans for you.,Tôi sẽ làm đậu cho bạn.
Let me try doing it alone.,Hãy để tôi thử làm điều đó một mình.
My bedroom is quiet and comfortable.,Phòng ngủ của tôi yên tĩnh và thoải mái.
What time will you have dinner?,Bạn sẽ ăn tối lúc mấy giờ?
I want some more of that.,Tôi muốn thêm chút nữa.
You shouldn't do this work.,Bạn không nên làm công việc này.
Tom took a swig of wine.,Tom nhấp một ngụm rượu.
"If I'm mistaken, correct me.","Nếu tôi sai, hãy sửa tôi."
The bus still hasn't arrived.,Xe buýt vẫn chưa tới.
Somebody was trying to break in.,Có ai đó đang cố đột nhập.
Someone was trying to break in.,Có ai đó đang cố đột nhập.
That isn't your problem anymore.,Đó không còn là vấn đề của bạn nữa.
I'm interested in Asian history.,Tôi quan tâm đến lịch sử châu Á.
Do insects have a nervous system?,Côn trùng có hệ thần kinh không?
Algeria opted for a different thing.,Algeria đã chọn một điều khác.
I went swimming in the ocean.,Tôi đã đi bơi ở biển.
